MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población. Variación anual	2007	Vilaflor de Chasna	Total	-5				
Población. Tasa de variación anual	2007	Vilaflor de Chasna	Total	-0.26				
Población. Proporción	2007	Vilaflor de Chasna	Total	0.09				
Población	2006	Vilaflor de Chasna	Total	1905				
Población. Variación anual	2006	Vilaflor de Chasna	Total	-25				
Población. Tasa de variación anual	2006	Vilaflor de Chasna	Total	-1.3				
Población. Proporción	2006	Vilaflor de Chasna	Total	0.1				
Población	2005	Vilaflor de Chasna	Total	1930				
Población. Variación anual	2005	Vilaflor de Chasna	Total	35				
Población. Tasa de variación anual	2005	Vilaflor de Chasna	Total	1.85				
Población. Proporción	2005	Vilaflor de Chasna	Total	0.1				
Población	2004	Vilaflor de Chasna	Total	1895				
Población. Variación anual	2004	Vilaflor de Chasna	Total	97				
Población. Tasa de variación anual	2004	Vilaflor de Chasna	Total	5.39				
Población. Proporción	2004	Vilaflor de Chasna	Total	0.1				
Población	2003	Vilaflor de Chasna	Total	1798				
Población. Variación anual	2003	Vilaflor de Chasna	Total	22				
Población. Tasa de variación anual	2003	Vilaflor de Chasna	Total	1.24				
Población. Proporción	2003	Vilaflor de Chasna	Total	0.09				
Población	2002	Vilaflor de Chasna	Total	1776				
Población. Variación anual	2002	Vilaflor de Chasna	Total	69				
Población. Tasa de variación anual	2002	Vilaflor de Chasna	Total	4.04				
Población. Proporción	2002	Vilaflor de Chasna	Total	0.1				
Población	2001	Vilaflor de Chasna	Total	1707				
Población. Variación anual	2001	Vilaflor de Chasna	Total	73				
Población. Tasa de variación anual	2001	Vilaflor de Chasna	Total	4.47				
Población. Proporción	2001	Vilaflor de Chasna	Total	0.1				
Población	2000	Vilaflor de Chasna	Total	1634				
Población. Variación anual	2000	Vilaflor de Chasna	Total	-9				
Población. Tasa de variación anual	2000	Vilaflor de Chasna	Total	-0.55				
Población. Proporción	2000	Vilaflor de Chasna	Total	0.1				
Población	1999	Vilaflor de Chasna	Total	1643				
Población. Variación anual	1999	Vilaflor de Chasna	Total	137				
Población. Tasa de variación anual	1999	Vilaflor de Chasna	Total	9.1				
Población. Proporción	1999	Vilaflor de Chasna	Total	0.1				
Población	1998	Vilaflor de Chasna	Total	1506				
Población. Variación anual	1998	Vilaflor de Chasna	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Vilaflor de Chasna	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Vilaflor de Chasna	Total	0.09				
Población	1996	Vilaflor de Chasna	Total	1616				
Población. Variación anual	1996	Vilaflor de Chasna	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Vilaflor de Chasna	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Vilaflor de Chasna	Total	0.1				
Población	2021	Vilaflor de Chasna	Hombres	907				
Población. Variación anual	2021	Vilaflor de Chasna	Hombres	29				
Población. Tasa de variación anual	2021	Vilaflor de Chasna	Hombres	3.3				
Población. Proporción	2021	Vilaflor de Chasna	Hombres	0.08				
Población	2020	Vilaflor de Chasna	Hombres	878				
Población. Variación anual	2020	Vilaflor de Chasna	Hombres	21				
Población. Tasa de variación anual	2020	Vilaflor de Chasna	Hombres	2.45				
Población. Proporción	2020	Vilaflor de Chasna	Hombres	0.08				
Población	2019	Vilaflor de Chasna	Hombres	857				
Población. Variación anual	2019	Vilaflor de Chasna	Hombres	6				
Población. Tasa de variación anual	2019	Vilaflor de Chasna	Hombres	0.71				
Población. Proporción	2019	Vilaflor de Chasna	Hombres	0.08				
Población	2018	Vilaflor de Chasna	Hombres	851				
Población. Variación anual	2018	Vilaflor de Chasna	Hombres	10				
Población. Tasa de variación anual	2018	Vilaflor de Chasna	Hombres	1.19				
Población. Proporción	2018	Vilaflor de Chasna	Hombres	0.08				
Población	2017	Vilaflor de Chasna	Hombres	841				
Población. Variación anual	2017	Vilaflor de Chasna	Hombres	0				
Población. Tasa de variación anual	2017	Vilaflor de Chasna	Hombres	0				
Población. Proporción	2017	Vilaflor de Chasna	Hombres	0.08				
Población	2016	Vilaflor de Chasna	Hombres	841				
Población. Variación anual	2016	Vilaflor de Chasna	Hombres	-15				
Población. Tasa de variación anual	2016	Vilaflor de Chasna	Hombres	-1.75				
Población. Proporción	2016	Vilaflor de Chasna	Hombres	0.08				
Población	2015	Vilaflor de Chasna	Hombres	856				
Población. Variación anual	2015	Vilaflor de Chasna	Hombres	-27				
Población. Tasa de variación anual	2015	Vilaflor de Chasna	Hombres	-3.06				
Población. Proporción	2015	Vilaflor de Chasna	Hombres	0.08				
Población	2014	Vilaflor de Chasna	Hombres	883				
Población. Variación anual	2014	Vilaflor de Chasna	Hombres	-46				
Población. Tasa de variación anual	2014	Vilaflor de Chasna	Hombres	-4.95				
Población. Proporción	2014	Vilaflor de Chasna	Hombres	0.08				
Población	2013	Vilaflor de Chasna	Hombres	929				
Población. Variación anual	2013	Vilaflor de Chasna	Hombres	-18				
Población. Tasa de variación anual	2013	Vilaflor de Chasna	Hombres	-1.9				
Población. Proporción	2013	Vilaflor de Chasna	Hombres	0.09				
Población	2012	Vilaflor de Chasna	Hombres	947				
Población. Variación anual	2012	Vilaflor de Chasna	Hombres	2				
Población. Tasa de variación anual	2012	Vilaflor de Chasna	Hombres	0.21				
Población. Proporción	2012	Vilaflor de Chasna	Hombres	0.09				
Población	2011	Vilaflor de Chasna	Hombres	945				
Población. Variación anual	2011	Vilaflor de Chasna	Hombres	-7				
Población. Tasa de variación anual	2011	Vilaflor de Chasna	Hombres	-0.74				
Población. Proporción	2011	Vilaflor de Chasna	Hombres	0.09				
Población	2010	Vilaflor de Chasna	Hombres	952				
Población. Variación anual	2010	Vilaflor de Chasna	Hombres	-4				
Población. Tasa de variación anual	2010	Vilaflor de Chasna	Hombres	-0.42				
Población. Proporción	2010	Vilaflor de Chasna	Hombres	0.09				
Población	2009	Vilaflor de Chasna	Hombres	956				
Población. Variación anual	2009	Vilaflor de Chasna	Hombres	9				
Población. Tasa de variación anual	2009	Vilaflor de Chasna	Hombres	0.95				
Población. Proporción	2009	Vilaflor de Chasna	Hombres	0.09				
Población	2008	Vilaflor de Chasna	Hombres	947				
Población. Variación anual	2008	Vilaflor de Chasna	Hombres	-19				
Población. Tasa de variación anual	2008	Vilaflor de Chasna	Hombres	-1.97				
Población. Proporción	2008	Vilaflor de Chasna	Hombres	0.09				
Población	2007	Vilaflor de Chasna	Hombres	966				
Población. Variación anual	2007	Vilaflor de Chasna	Hombres	-14				
Población. Tasa de variación anual	2007	Vilaflor de Chasna	Hombres	-1.43				
Población. Proporción	2007	Vilaflor de Chasna	Hombres	0.1				
Población	2006	Vilaflor de Chasna	Hombres	980				
Población. Variación anual	2006	Vilaflor de Chasna	Hombres	-7				
Población. Tasa de variación anual	2006	Vilaflor de Chasna	Hombres	-0.71				
Población. Proporción	2006	Vilaflor de Chasna	Hombres	0.1				
Población	2005	Vilaflor de Chasna	Hombres	987				
Población. Variación anual	2005	Vilaflor de Chasna	Hombres	9				
Población. Tasa de variación anual	2005	Vilaflor de Chasna	Hombres	0.92				
Población. Proporción	2005	Vilaflor de Chasna	Hombres	0.1				
Población	2004	Vilaflor de Chasna	Hombres	978				
Población. Variación anual	2004	Vilaflor de Chasna	Hombres	60				
Población. Tasa de variación anual	2004	Vilaflor de Chasna	Hombres	6.54				
Población. Proporción	2004	Vilaflor de Chasna	Hombres	0.1				
Población	2003	Vilaflor de Chasna	Hombres	918				
Población. Variación anual	2003	Vilaflor de Chasna	Hombres	18				
Población. Tasa de variación anual	2003	Vilaflor de Chasna	Hombres	2				
Población. Proporción	2003	Vilaflor de Chasna	Hombres	0.1				
Población	2002	Vilaflor de Chasna	Hombres	900				
Población. Variación anual	2002	Vilaflor de Chasna	Hombres	39				
Población. Tasa de variación anual	2002	Vilaflor de Chasna	Hombres	4.53				
Población. Proporción	2002	Vilaflor de Chasna	Hombres	0.1				
Población	2001	Vilaflor de Chasna	Hombres	861				
Población. Variación anual	2001	Vilaflor de Chasna	Hombres	45				
Población. Tasa de variación anual	2001	Vilaflor de Chasna	Hombres	5.51				
Población. Proporción	2001	Vilaflor de Chasna	Hombres	0.1				
Población	2000	Vilaflor de Chasna	Hombres	816				
Población. Variación anual	2000	Vilaflor de Chasna	Hombres	-16				
Población. Tasa de variación anual	2000	Vilaflor de Chasna	Hombres	-1.92				
Población. Proporción	2000	Vilaflor de Chasna	Hombres	0.1				
Población	1999	Vilaflor de Chasna	Hombres	832				
Población. Variación anual	1999	Vilaflor de Chasna	Hombres	73				
Población. Tasa de variación anual	1999	Vilaflor de Chasna	Hombres	9.62				
Población. Proporción	1999	Vilaflor de Chasna	Hombres	0.1				
Población	1998	Vilaflor de Chasna	Hombres	759				
Población. Variación anual	1998	Vilaflor de Chasna	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Vilaflor de Chasna	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Vilaflor de Chasna	Hombres	0.09				
Población	1996	Vilaflor de Chasna	Hombres	824				
Población. Variación anual	1996	Vilaflor de Chasna	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Vilaflor de Chasna	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Vilaflor de Chasna	Hombres	0.1				
Población	2021	Vilaflor de Chasna	Mujeres	882				
Población. Variación anual	2021	Vilaflor de Chasna	Mujeres	45				
Población. Tasa de variación anual	2021	Vilaflor de Chasna	Mujeres	5.38				
Población. Proporción	2021	Vilaflor de Chasna	Mujeres	0.08				
Población	2020	Vilaflor de Chasna	Mujeres	837				
Población. Variación anual	2020	Vilaflor de Chasna	Mujeres	27				
Población. Tasa de variación anual	2020	Vilaflor de Chasna	Mujeres	3.33				
Población. Proporción	2020	Vilaflor de Chasna	Mujeres	0.08				
Población	2019	Vilaflor de Chasna	Mujeres	810				
Población. Variación anual	2019	Vilaflor de Chasna	Mujeres	16				
Población. Tasa de variación anual	2019	Vilaflor de Chasna	Mujeres	2.02				
Población. Proporción	2019	Vilaflor de Chasna	Mujeres	0.07				
Población	2018	Vilaflor de Chasna	Mujeres	794				
Población. Variación anual	2018	Vilaflor de Chasna	Mujeres	20				
Población. Tasa de variación anual	2018	Vilaflor de Chasna	Mujeres	2.58				
Población. Proporción	2018	Vilaflor de Chasna	Mujeres	0.07				
Población	2017	Vilaflor de Chasna	Mujeres	774				
Población. Variación anual	2017	Vilaflor de Chasna	Mujeres	-15				
Población. Tasa de variación anual	2017	Vilaflor de Chasna	Mujeres	-1.9				
Población. Proporción	2017	Vilaflor de Chasna	Mujeres	0.07				
Población	2016	Vilaflor de Chasna	Mujeres	789				
Población. Variación anual	2016	Vilaflor de Chasna	Mujeres	-26				
Población. Tasa de variación anual	2016	Vilaflor de Chasna	Mujeres	-3.19				
Población. Proporción	2016	Vilaflor de Chasna	Mujeres	0.07				
Población	2015	Vilaflor de Chasna	Mujeres	815				
Población. Variación anual	2015	Vilaflor de Chasna	Mujeres	-17				
Población. Tasa de variación anual	2015	Vilaflor de Chasna	Mujeres	-2.04				
Población. Proporción	2015	Vilaflor de Chasna	Mujeres	0.08				
Población	2014	Vilaflor de Chasna	Mujeres	832				
Población. Variación anual	2014	Vilaflor de Chasna	Mujeres	-43				
Población. Tasa de variación anual	2014	Vilaflor de Chasna	Mujeres	-4.91				
Población. Proporción	2014	Vilaflor de Chasna	Mujeres	0.08				
Población	2013	Vilaflor de Chasna	Mujeres	875				
Población. Variación anual	2013	Vilaflor de Chasna	Mujeres	-3				
Población. Tasa de variación anual	2013	Vilaflor de Chasna	Mujeres	-0.34				
Población. Proporción	2013	Vilaflor de Chasna	Mujeres	0.08				
Población	2012	Vilaflor de Chasna	Mujeres	878				
Población. Variación anual	2012	Vilaflor de Chasna	Mujeres	-8				
Población. Tasa de variación anual	2012	Vilaflor de Chasna	Mujeres	-0.9				
Población. Proporción	2012	Vilaflor de Chasna	Mujeres	0.08				
Población	2011	Vilaflor de Chasna	Mujeres	886				
Población. Variación anual	2011	Vilaflor de Chasna	Mujeres	-5				
Población. Tasa de variación anual	2011	Vilaflor de Chasna	Mujeres	-0.56				
Población. Proporción	2011	Vilaflor de Chasna	Mujeres	0.08				
Población	2010	Vilaflor de Chasna	Mujeres	891				
Población. Variación anual	2010	Vilaflor de Chasna	Mujeres	-7				
Población. Tasa de variación anual	2010	Vilaflor de Chasna	Mujeres	-0.78				
Población. Proporción	2010	Vilaflor de Chasna	Mujeres	0.08				
Población	2009	Vilaflor de Chasna	Mujeres	898				
Población. Variación anual	2009	Vilaflor de Chasna	Mujeres	-6				
Población. Tasa de variación anual	2009	Vilaflor de Chasna	Mujeres	-0.66				
Población. Proporción	2009	Vilaflor de Chasna	Mujeres	0.09				
Población	2008	Vilaflor de Chasna	Mujeres	904				
Población. Variación anual	2008	Vilaflor de Chasna	Mujeres	-30				
Población. Tasa de variación anual	2008	Vilaflor de Chasna	Mujeres	-3.21				
Población. Proporción	2008	Vilaflor de Chasna	Mujeres	0.09				
Población	2007	Vilaflor de Chasna	Mujeres	934				
Población. Variación anual	2007	Vilaflor de Chasna	Mujeres	9				
Población. Tasa de variación anual	2007	Vilaflor de Chasna	Mujeres	0.97				
Población. Proporción	2007	Vilaflor de Chasna	Mujeres	0.09				
Población	2006	Vilaflor de Chasna	Mujeres	925				
Población. Variación anual	2006	Vilaflor de Chasna	Mujeres	-18				
Población. Tasa de variación anual	2006	Vilaflor de Chasna	Mujeres	-1.91				
Población. Proporción	2006	Vilaflor de Chasna	Mujeres	0.09				
Población	2005	Vilaflor de Chasna	Mujeres	943				
Población. Variación anual	2005	Vilaflor de Chasna	Mujeres	26				
Población. Tasa de variación anual	2005	Vilaflor de Chasna	Mujeres	2.84				
Población. Proporción	2005	Vilaflor de Chasna	Mujeres	0.1				
Población	2004	Vilaflor de Chasna	Mujeres	917				
Población. Variación anual	2004	Vilaflor de Chasna	Mujeres	37				
Población. Tasa de variación anual	2004	Vilaflor de Chasna	Mujeres	4.2				
Población. Proporción	2004	Vilaflor de Chasna	Mujeres	0.1				
Población	2003	Vilaflor de Chasna	Mujeres	880				
Población. Variación anual	2003	Vilaflor de Chasna	Mujeres	4				
Población. Tasa de variación anual	2003	Vilaflor de Chasna	Mujeres	0.46				
Población. Proporción	2003	Vilaflor de Chasna	Mujeres	0.09				
Población	2002	Vilaflor de Chasna	Mujeres	876				
Población. Variación anual	2002	Vilaflor de Chasna	Mujeres	30				
Población. Tasa de variación anual	2002	Vilaflor de Chasna	Mujeres	3.55				
Población. Proporción	2002	Vilaflor de Chasna	Mujeres	0.1				
Población	2001	Vilaflor de Chasna	Mujeres	846				
Población. Variación anual	2001	Vilaflor de Chasna	Mujeres	28				
Población. Tasa de variación anual	2001	Vilaflor de Chasna	Mujeres	3.42				
Población. Proporción	2001	Vilaflor de Chasna	Mujeres	0.09				
Población	2000	Vilaflor de Chasna	Mujeres	818				
Población. Variación anual	2000	Vilaflor de Chasna	Mujeres	7				
Población. Tasa de variación anual	2000	Vilaflor de Chasna	Mujeres	0.86				
